sample_id,hive_id,device_id,timestamp,hive_age_days,days_since_last_harvest,cycle_progress,scenario_type,season,weather_state,temp,humidity,mq2_value,mq3_value,mq5_value,mq135_value,maturity_index,stress_index,readiness_score,readiness_level,out_of_distribution_case,threshold_warning_count,critical_stress_flag
BH-EAR-001-060,HIVE-001,ESP32-1001,2026-02-12T04:00:00,63,40,0.3541,early_stage_healthy,wet,cloudy_stable,28.75,74.12,90,112,155,212,0.2942,0.0,0.336,not_ready,False,0,False
BH-EAR-001-061,HIVE-001,ESP32-1001,2026-02-12T10:00:00,63,37,0.3667,early_stage_healthy,wet,cloudy_stable,28.81,72.81,83,111,165,199,0.2525,0.0,0.301,not_ready,False,0,False
BH-EAR-001-062,HIVE-001,ESP32-1001,2026-02-12T16:00:00,64,40,0.3554,early_stage_healthy,wet,post_rain,28.47,74.17,85,116,165,205,0.2795,0.0,0.3245,not_ready,False,0,False
BH-EAR-001-063,HIVE-001,ESP32-1001,2026-02-12T22:00:00,64,35,0.3739,early_stage_healthy,wet,post_rain,28.75,74.7,82,115,174,214,0.29,0.0,0.3341,not_ready,False,0,False
BH-EAR-001-064,HIVE-001,ESP32-1001,2026-02-13T04:00:00,64,34,0.3815,early_stage_healthy,wet,post_rain,28.59,75.18,87,113,167,213,0.2878,0.0,0.3325,not_ready,False,0,False
BH-EAR-001-065,HIVE-001,ESP32-1001,2026-02-13T10:00:00,65,42,0.3934,early_stage_healthy,wet,cloudy_stable,28.81,73.52,81,114,163,207,0.3008,0.0,0.3433,not_ready,False,0,False
BH-EAR-001-066,HIVE-001,ESP32-1001,2026-02-13T16:00:00,65,40,0.3792,early_stage_healthy,wet,cloudy_stable,28.97,72.78,81,117,160,203,0.3194,0.0,0.3603,approaching,False,0,False
BH-EAR-001-067,HIVE-001,ESP32-1001,2026-02-13T22:00:00,65,34,0.368,early_stage_healthy,wet,cloudy_stable,28.87,72.37,79,115,152,200,0.296,0.0,0.3399,not_ready,False,0,False
BH-EAR-001-068,HIVE-001,ESP32-1001,2026-02-14T04:00:00,66,36,0.3736,early_stage_healthy,wet,post_rain,28.23,74.09,83,112,159,193,0.2796,0.0,0.3237,not_ready,False,0,False
BH-EAR-001-069,HIVE-001,ESP32-1001,2026-02-14T10:00:00,66,38,0.3819,early_stage_healthy,wet,post_rain,28.63,75.04,81,112,165,205,0.2629,0.0,0.3098,not_ready,False,0,False
BH-EAR-001-070,HIVE-001,ESP32-1001,2026-02-14T16:00:00,66,36,0.3792,early_stage_healthy,wet,post_rain,28.5,75.7,85,110,165,197,0.304,0.0,0.3468,not_ready,False,0,False
BH-EAR-001-071,HIVE-001,ESP32-1001,2026-02-14T22:00:00,66,38,0.386,early_stage_healthy,wet,post_rain,28.3,74.06,83,115,164,195,0.3029,0.0,0.3452,not_ready,False,0,False
BH-EAR-001-072,HIVE-001,ESP32-1001,2026-02-15T04:00:00,66,43,0.3961,early_stage_healthy,wet,post_rain,28.41,75.17,83,111,160,200,0.2883,0.0,0.3328,not_ready,False,0,False
BH-EAR-001-073,HIVE-001,ESP32-1001,2026-02-15T10:00:00,67,43,0.4052,early_stage_healthy,wet,post_rain,28.36,75.28,83,119,158,208,0.3161,0.0,0.3577,approaching,False,0,False
BH-EAR-001-074,HIVE-001,ESP32-1001,2026-02-15T16:00:00,67,39,0.3821,early_stage_healthy,wet,cloudy_stable,28.61,73.94,84,112,164,206,0.2934,0.0,0.3368,not_ready,False,0,False
BH-EAR-001-075,HIVE-001,ESP32-1001,2026-02-15T22:00:00,67,42,0.3857,early_stage_healthy,wet,cloudy_stable,29.11,72.8,81,108,166,203,0.2713,0.0,0.317,not_ready,False,0,False
BH-EAR-001-076,HIVE-001,ESP32-1001,2026-02-16T04:00:00,67,46,0.3766,early_stage_healthy,wet,humid_rain,28.99,74.58,82,112,172,197,0.255,0.0,0.3031,not_ready,False,0,False
BH-EAR-001-077,HIVE-001,ESP32-1001,2026-02-16T10:00:00,67,39,0.3733,early_stage_healthy,wet,humid_rain,28.94,75.05,85,114,171,200,0.2746,0.0,0.3212,not_ready,False,0,False
BH-EAR-001-078,HIVE-001,ESP32-1001,2026-02-16T16:00:00,67,36,0.3898,early_stage_healthy,wet,humid_rain,28.54,75.79,91,113,177,204,0.3072,0.0,0.349,not_ready,False,0,False
BH-EAR-001-079,HIVE-001,ESP32-1001,2026-02-16T22:00:00,67,39,0.4088,early_stage_healthy,wet,humid_rain,28.24,75.55,92,119,186,203,0.3139,0.0,0.3552,approaching,False,0,False
BH-EAR-002-000,HIVE-002,ESP32-1002,2026-01-07T20:00:00,53,11,0.0971,early_stage_healthy,inter_monsoon,stable_clear,30.8,65.14,79,69,144,161,0.1407,0.0,0.2017,not_ready,False,0,False
BH-EAR-002-001,HIVE-002,ESP32-1002,2026-01-08T02:00:00,53,13,0.0885,early_stage_healthy,inter_monsoon,stable_clear,31.81,67.5,84,80,149,162,0.1368,0.0,0.1968,not_ready,False,0,False
BH-EAR-002-002,HIVE-002,ESP32-1002,2026-01-08T08:00:00,53,14,0.1163,early_stage_healthy,inter_monsoon,stable_clear,32.49,69.17,81,77,153,167,0.1074,0.0,0.1721,not_ready,False,0,False
BH-EAR-002-003,HIVE-002,ESP32-1002,2026-01-08T14:00:00,53,16,0.111,early_stage_healthy,inter_monsoon,stable_clear,32.37,69.93,83,81,159,167,0.1704,0.0,0.2291,not_ready,False,0,False
BH-EAR-002-004,HIVE-002,ESP32-1002,2026-01-08T20:00:00,53,17,0.0967,early_stage_healthy,inter_monsoon,stable_clear,32.24,70.27,92,74,144,169,0.1444,0.0,0.2061,not_ready,False,0,False
BH-EAR-002-005,HIVE-002,ESP32-1002,2026-01-09T02:00:00,53,10,0.1205,early_stage_healthy,inter_monsoon,humid_rain,32.02,74.21,102,79,154,177,0.1142,0.0,0.1777,not_ready,False,0,False
BH-EAR-002-006,HIVE-002,ESP32-1002,2026-01-09T08:00:00,53,12,0.125,early_stage_healthy,inter_monsoon,post_rain,31.39,75.8,101,74,162,176,0.1598,0.0,0.2184,not_ready,False,0,False
BH-EAR-002-007,HIVE-002,ESP32-1002,2026-01-09T14:00:00,54,11,0.1159,early_stage_healthy,inter_monsoon,post_rain,31.04,73.99,95,83,156,165,0.1652,0.0,0.2233,not_ready,False,0,False
BH-EAR-002-008,HIVE-002,ESP32-1002,2026-01-09T20:00:00,54,10,0.0971,early_stage_healthy,inter_monsoon,stable_clear,31.55,69.03,84,70,151,164,0.152,0.0,0.2099,not_ready,False,0,False
BH-EAR-002-009,HIVE-002,ESP32-1002,2026-01-10T02:00:00,54,10,0.1307,early_stage_healthy,inter_monsoon,stable_clear,31.28,68.5,88,66,153,171,0.1784,0.0,0.2359,not_ready,False,0,False
BH-EAR-002-010,HIVE-002,ESP32-1002,2026-01-10T08:00:00,54,14,0.0938,early_stage_healthy,inter_monsoon,stable_clear,31.74,67.49,83,65,154,165,0.162,0.0,0.221,not_ready,False,0,False
BH-EAR-002-011,HIVE-002,ESP32-1002,2026-01-10T14:00:00,54,10,0.1304,early_stage_healthy,inter_monsoon,stable_clear,32.06,69.66,84,76,156,172,0.1529,0.0,0.2125,not_ready,False,0,False
BH-EAR-002-012,HIVE-002,ESP32-1002,2026-01-10T20:00:00,55,17,0.1327,early_stage_healthy,inter_monsoon,cloudy_stable,32.31,70.91,85,79,162,181,0.1688,0.0,0.2272,not_ready,False,0,False
BH-EAR-002-013,HIVE-002,ESP32-1002,2026-01-11T02:00:00,55,18,0.1108,early_stage_healthy,inter_monsoon,stable_clear,32.21,68.6,85,72,159,174,0.1079,0.0,0.1734,not_ready,False,0,False
BH-EAR-002-014,HIVE-002,ESP32-1002,2026-01-11T08:00:00,55,15,0.132,early_stage_healthy,inter_monsoon,stable_clear,31.74,66.47,79,73,152,171,0.1207,0.0,0.184,not_ready,False,0,False
BH-EAR-002-015,HIVE-002,ESP32-1002,2026-01-11T14:00:00,55,15,0.1135,early_stage_healthy,inter_monsoon,stable_clear,31.6,67.82,74,75,151,164,0.1608,0.0,0.2203,not_ready,False,0,False
BH-EAR-002-016,HIVE-002,ESP32-1002,2026-01-11T20:00:00,56,14,0.1151,early_stage_healthy,inter_monsoon,stable_clear,31.6,67.74,82,79,157,180,0.1104,0.0,0.1766,not_ready,False,0,False
BH-EAR-002-017,HIVE-002,ESP32-1002,2026-01-12T02:00:00,56,11,0.1326,early_stage_healthy,inter_monsoon,stable_clear,31.89,67.2,91,77,151,178,0.1291,0.0,0.1925,not_ready,False,0,False
BH-EAR-002-018,HIVE-002,ESP32-1002,2026-01-12T08:00:00,56,19,0.1363,early_stage_healthy,inter_monsoon,stable_clear,31.28,67.52,81,78,149,173,0.1794,0.0,0.2362,not_ready,False,0,False
BH-EAR-002-019,HIVE-002,ESP32-1002,2026-01-12T14:00:00,57,12,0.1191,early_stage_healthy,inter_monsoon,stable_clear,31.13,67.26,87,83,159,174,0.1622,0.0,0.222,not_ready,False,0,False
BH-EAR-002-020,HIVE-002,ESP32-1002,2026-01-12T20:00:00,57,20,0.1326,early_stage_healthy,inter_monsoon,stable_clear,30.93,66.41,91,83,159,182,0.1732,0.0,0.2314,not_ready,False,0,False
BH-EAR-002-021,HIVE-002,ESP32-1002,2026-01-13T02:00:00,57,17,0.1528,early_stage_healthy,inter_monsoon,stable_clear,30.91,65.84,97,84,162,184,0.1384,0.0,0.2013,not_ready,False,0,False
BH-EAR-002-022,HIVE-002,ESP32-1002,2026-01-13T08:00:00,58,19,0.137,early_stage_healthy,inter_monsoon,stable_clear,31.34,66.76,96,82,158,165,0.1782,0.0,0.2352,not_ready,False,0,False
BH-EAR-002-023,HIVE-002,ESP32-1002,2026-01-13T14:00:00,58,13,0.1555,early_stage_healthy,inter_monsoon,stable_clear,30.91,66.3,98,80,152,175,0.164,0.0,0.223,not_ready,False,0,False
BH-EAR-002-024,HIVE-002,ESP32-1002,2026-01-13T20:00:00,59,14,0.1308,early_stage_healthy,inter_monsoon,stable_clear,31.2,66.19,97,77,152,162,0.1633,0.0,0.2229,not_ready,False,0,False
BH-EAR-002-025,HIVE-002,ESP32-1002,2026-01-14T02:00:00,59,24,0.1519,early_stage_healthy,inter_monsoon,stable_clear,31.62,66.92,92,72,145,168,0.154,0.0,0.214,not_ready,False,0,False
BH-EAR-002-026,HIVE-002,ESP32-1002,2026-01-14T08:00:00,59,21,0.1675,early_stage_healthy,inter_monsoon,stable_clear,31.6,66.85,95,76,148,161,0.1774,0.0,0.2358,not_ready,False,0,False
BH-EAR-002-027,HIVE-002,ESP32-1002,2026-01-14T14:00:00,60,23,0.1749,early_stage_healthy,inter_monsoon,cloudy_stable,31.24,67.82,92,69,145,156,0.1466,0.0,0.2075,not_ready,False,0,False
BH-EAR-002-028,HIVE-002,ESP32-1002,2026-01-14T20:00:00,60,18,0.1666,early_stage_healthy,inter_monsoon,cloudy_stable,31.25,67.97,89,80,152,163,0.1768,0.0,0.2351,not_ready,False,0,False
BH-EAR-002-029,HIVE-002,ESP32-1002,2026-01-15T02:00:00,61,22,0.1663,early_stage_healthy,inter_monsoon,post_rain,30.82,70.29,83,81,146,173,0.1905,0.0,0.2454,not_ready,False,0,False
BH-EAR-002-030,HIVE-002,ESP32-1002,2026-01-15T08:00:00,61,22,0.1782,early_stage_healthy,inter_monsoon,post_rain,30.42,70.97,86,88,150,179,0.1861,0.0,0.2423,not_ready,False,0,False
BH-EAR-002-031,HIVE-002,ESP32-1002,2026-01-15T14:00:00,62,25,0.1837,early_stage_healthy,inter_monsoon,post_rain,30.5,73.0,93,91,157,171,0.2093,0.0,0.2627,not_ready,False,0,False
BH-EAR-002-032,HIVE-002,ESP32-1002,2026-01-15T20:00:00,62,27,0.1544,early_stage_healthy,inter_monsoon,post_rain,30.72,72.72,89,88,159,182,0.14,0.0,0.2023,not_ready,False,0,False
BH-EAR-002-033,HIVE-002,ESP32-1002,2026-01-16T02:00:00,62,26,0.1656,early_stage_healthy,inter_monsoon,post_rain,30.81,73.26,87,82,156,189,0.1983,0.0,0.2538,not_ready,False,0,False
BH-EAR-002-034,HIVE-002,ESP32-1002,2026-01-16T08:00:00,63,18,0.1741,early_stage_healthy,inter_monsoon,post_rain,30.87,73.91,97,88,161,181,0.1984,0.0,0.2537,not_ready,False,0,False
BH-EAR-002-035,HIVE-002,ESP32-1002,2026-01-16T14:00:00,63,21,0.1851,early_stage_healthy,inter_monsoon,post_rain,31.21,74.71,98,89,165,187,0.1735,0.0,0.2315,not_ready,False,0,False
BH-EAR-002-036,HIVE-002,ESP32-1002,2026-01-16T20:00:00,64,20,0.1799,early_stage_healthy,inter_monsoon,post_rain,30.88,74.25,102,94,165,193,0.1933,0.0,0.2489,not_ready,False,0,False
BH-EAR-002-037,HIVE-002,ESP32-1002,2026-01-17T02:00:00,64,23,0.1816,early_stage_healthy,inter_monsoon,post_rain,31.3,74.28,98,89,168,185,0.1896,0.0,0.2457,not_ready,False,0,False
BH-EAR-002-038,HIVE-002,ESP32-1002,2026-01-17T08:00:00,65,24,0.1814,early_stage_healthy,inter_monsoon,cloudy_stable,31.33,72.99,97,78,168,188,0.1945,0.0,0.2502,not_ready,False,0,False
BH-EAR-002-039,HIVE-002,ESP32-1002,2026-01-17T14:00:00,65,22,0.2113,early_stage_healthy,inter_monsoon,cloudy_stable,31.32,70.08,96,81,165,181,0.1658,0.0,0.2244,not_ready,False,0,False
BH-EAR-002-040,HIVE-002,ESP32-1002,2026-01-17T20:00:00,66,23,0.1879,early_stage_healthy,inter_monsoon,cloudy_stable,31.04,69.75,100,74,151,167,0.1894,0.0,0.2454,not_ready,False,0,False
BH-EAR-002-041,HIVE-002,ESP32-1002,2026-01-18T02:00:00,66,31,0.2257,early_stage_healthy,inter_monsoon,stable_clear,32.18,67.83,91,79,154,156,0.2301,0.0,0.2789,not_ready,False,0,False
BH-EAR-002-042,HIVE-002,ESP32-1002,2026-01-18T08:00:00,67,27,0.2073,early_stage_healthy,inter_monsoon,stable_clear,31.98,67.44,89,77,145,165,0.2268,0.0,0.2787,not_ready,False,0,False
BH-EAR-002-043,HIVE-002,ESP32-1002,2026-01-18T14:00:00,67,28,0.2024,early_stage_healthy,inter_monsoon,stable_clear,31.55,66.92,84,70,148,176,0.1901,0.0,0.2458,not_ready,False,0,False
BH-EAR-002-044,HIVE-002,ESP32-1002,2026-01-18T20:00:00,68,27,0.2225,early_stage_healthy,inter_monsoon,cloudy_stable,31.38,68.93,87,76,153,174,0.2044,0.0,0.2583,not_ready,False,0,False
BH-EAR-002-045,HIVE-002,ESP32-1002,2026-01-19T02:00:00,68,31,0.2034,early_stage_healthy,inter_monsoon,humid_rain,30.78,72.64,89,75,170,179,0.1898,0.0,0.2437,not_ready,False,0,False
